entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id	
8460	Human	Myeloid cells	HLA-DQB1				Tissues	Human cell landscape (HCL)	COVID-19	32903321	34	Kidney Dis (Basel)	3.11	The detailed cluster markers and annotations of datasets GSE131685 and GSE140989 can be accessed in online supplementary Table 2. 	Localization of Cell Receptor-Related Genes of SARS-CoV-2 in the Kidney through Single-Cell Transcriptome Analysis.	Qi-Lin Chen	2020.7	"GSE131685, GSE140989"	
8461	Human	Ascending thin limb (ATL) cells	SLPI				Tissues	Human cell landscape (HCL)	COVID-19	32903321	34	Kidney Dis (Basel)	3.11	The detailed cluster markers and annotations of datasets GSE131685 and GSE140989 can be accessed in online supplementary Table 2. 	Localization of Cell Receptor-Related Genes of SARS-CoV-2 in the Kidney through Single-Cell Transcriptome Analysis.	Qi-Lin Chen	2020.7	"GSE131685, GSE140989"	
8462	Human	Parietal Epithelial cells/loop of henle	RBP4				Tissues	Human cell landscape (HCL)	COVID-19	32903321	34	Kidney Dis (Basel)	3.11	The detailed cluster markers and annotations of datasets GSE131685 and GSE140989 can be accessed in online supplementary Table 2. 	Localization of Cell Receptor-Related Genes of SARS-CoV-2 in the Kidney through Single-Cell Transcriptome Analysis.	Qi-Lin Chen	2020.7	"GSE131685, GSE140989"	
8463	Human	Endothelial cells	SERPINE2				Tissues	Human cell landscape (HCL)	COVID-19	32903321	34	Kidney Dis (Basel)	3.11	The detailed cluster markers and annotations of datasets GSE131685 and GSE140989 can be accessed in online supplementary Table 2. 	Localization of Cell Receptor-Related Genes of SARS-CoV-2 in the Kidney through Single-Cell Transcriptome Analysis.	Qi-Lin Chen	2020.7	"GSE131685, GSE140989"	
8464	Human	Transitioning principal cell/intercalated cells	SPINK1				Tissues	Human cell landscape (HCL)	COVID-19	32903321	34	Kidney Dis (Basel)	3.11	The detailed cluster markers and annotations of datasets GSE131685 and GSE140989 can be accessed in online supplementary Table 2. 	Localization of Cell Receptor-Related Genes of SARS-CoV-2 in the Kidney through Single-Cell Transcriptome Analysis.	Qi-Lin Chen	2020.7	"GSE131685, GSE140989"	
8465	Human	Conecting tubule	SLC12A3				Tissues	Human cell landscape (HCL)	COVID-19	32903321	34	Kidney Dis (Basel)	3.11	The detailed cluster markers and annotations of datasets GSE131685 and GSE140989 can be accessed in online supplementary Table 2. 	Localization of Cell Receptor-Related Genes of SARS-CoV-2 in the Kidney through Single-Cell Transcriptome Analysis.	Qi-Lin Chen	2020.7	"GSE131685, GSE140989"	
8466	Human	Intercalated ¦Â cell	ATP6V1G3				Tissues	Human cell landscape (HCL)	COVID-19	32903321	34	Kidney Dis (Basel)	3.11	The detailed cluster markers and annotations of datasets GSE131685 and GSE140989 can be accessed in online supplementary Table 2. 	Localization of Cell Receptor-Related Genes of SARS-CoV-2 in the Kidney through Single-Cell Transcriptome Analysis.	Qi-Lin Chen	2020.7	"GSE131685, GSE140989"	
8467	Human	Podocytes	NPHS2				Tissues	Human cell landscape (HCL)	COVID-19	32903321	34	Kidney Dis (Basel)	3.11	The detailed cluster markers and annotations of datasets GSE131685 and GSE140989 can be accessed in online supplementary Table 2. 	Localization of Cell Receptor-Related Genes of SARS-CoV-2 in the Kidney through Single-Cell Transcriptome Analysis.	Qi-Lin Chen	2020.7	"GSE131685, GSE140989"	
8468	Human	Fibroblasts	DCN				Tissues	Human cell landscape (HCL)	COVID-19	32903321	34	Kidney Dis (Basel)	3.11	The detailed cluster markers and annotations of datasets GSE131685 and GSE140989 can be accessed in online supplementary Table 2. 		Qi-Lin Chen	2020.7	"GSE131685, GSE140989"	
8485	Human	bronchial Epithelial cells	SCGB1A1				Tissues	Lung	Normal	31080358	1	Mediators Inflamm	3.76	"According to our single-cell RNA-seq analysis in the normal human lung mononuclear cells, these cells had a similar gene expression profile to bronchial epithelial cells which highly express SCGB1A1"	Endothelial heterogeneity across distinct vascular beds during homeostasis and inflammation	Jiadi Luo	2019.3		
8490	Human	Alveolar epithelial precursors	"SOX9, NKX2.1, ECAD "				Organoids	Lung	COVID-19	33232663	1	Cell Stem Cell	20.86	"These human lung organoids (HLOs) expressed key lineage markers of alveolar epithelial precursors such as SOX9, NKX2.1, and ECAD, and high levels of ACE2 (Figure 5A). Figure 5 (A) Immunofluorescence staining of hESC-derived lung organoids (HLOs) for epithelial lineage markers SOX9, NKX2.1, and ECAD and SARS-CoV-2 receptor ACE2."	Disease-associated astrocytes in Alzheimer's disease and aging 	Ryan M Samuel	2020.12	GSE161264	
8527	Human	Rods	PDE6A				Tissues	Retina 	Normal	31653841	9	Nat Commun	12.12	Fig.1E	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration 	Madhvi Menon	2019.1	"GSE137537, GSE137847"	
8528	Human	Bipolar cells	CAMK2B				Tissues	Retina 	Normal	31653841	9	Nat Commun	12.12	Fig.1E	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration 	Madhvi Menon	2019.1	"GSE137537, GSE137847"	
8529	Human	Cones	GNAT2				Tissues	Retina 	Normal	31653841	9	Nat Commun	12.12	Fig.1E	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration 	Madhvi Menon	2019.1	"GSE137537, GSE137847"	
8530	Human	retinal ganglion cells	NEFL				Tissues	Retina 	Normal	31653841	9	Nat Commun	12.12	Fig.1E	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration 	Madhvi Menon	2019.1	"GSE137537, GSE137847"	
8531	Human	Amacrine cells	GAD1				Tissues	Retina 	Normal	31653841	9	Nat Commun	12.12	Fig.1E	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration 	Madhvi Menon	2019.1	"GSE137537, GSE137847"	
8532	Human	Horizontal cells 	ONECUT1				Tissues	Retina 	Normal	31653841	9	Nat Commun	12.12	Fig.1E	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration 	Madhvi Menon	2019.1	"GSE137537, GSE137847"	
8533	Human	Microglia cells	GLUL				Tissues	Retina 	Normal	31653841	9	Nat Commun	12.12	Fig.1E	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration 	Madhvi Menon	2019.1	"GSE137537, GSE137847"	
8534	Human	Microglia cells	C1QA				Tissues	Retina 	Normal	31653841	9	Nat Commun	12.12	Fig.1E	Single-cell transcriptomic atlas of the human retina identifies cell types associated with age-related macular degeneration 	Madhvi Menon	2019.1	"GSE137537, GSE137847"	
8535	Human	vascular cells	TM4SF1				Tissues	Retina 	Normal	31653841	9	Nat Commun	12.12	Fig.1E	Single-Cell RNA-seq Reveals Obesity-Induced Alterations in the Brca1-Mutated Mammary Gland Microenvironment 	Madhvi Menon	2019.1	"GSE137537, GSE137847"	
8557	Human	T cells 	"ICOS, CTLA-4, CD25"					Brain	Alzheimer's disease	32989329	1	Nat Immunol	11.46	"a number of classical T reg cell markers such as ICOS, CTLA-4 and CD25"	A micropeptide encoded by lncRNA MIR155HG suppresses autoimmune inflammation via modulating antigen presentation	Kathrin Schumann	2020.11		
8558	Human	THP-1 cells	"CD80, CD11C, CD209"					Brain	Alzheimer's disease	32937302	2	Science Advances	13.12	"Human THP-1 cell line can be induced to up-regulate DC markers including CD80, CD11C, and CD209"		Liman Niu	2020.05		
8559	Human	T cells 	"Cd3d, Cd3g, andCd28"					Brain	Alzheimer's disease	32937302	2	Science Advances	13.12	"T cell marker genes (Cd3d, Cd3g, and Cd28) further supported the idea that P155 regulates antigen presentation "	Loss of function of the mitochondrial peptidase PITRM1 induces proteotoxic stress and Alzheimer's disease-like pathology in human cerebral organoids		2020.05		
8560	Human	NPCs	"TOP2A, MKI67, CENPF, UBE2C"					Brain	Alzheimer's disease	32632204	6	Mol Psychiatry	13.03	"NPC (TOP2A, MKI67, CENPF, UBE2C) and radial glia (SLC1A3, SOX2, GLI3, HES1, PAX6, SOX9) (clusters 4, 6, 10, 16, and 24), neurons (STMN2, DCX, RELN, NEUROD2, NEUROD6) (clusters 0, 1, 2, 5, 7, 8, 12, 14, 15, 17, 18, 19, 20, and 21), astrocytes (GJA1, S100B) (clusters 9 and 13), microglia (TMEM119, OLFML3) (clusters 22 and 25), and additional glial cell types not contained in these groups (CRYAB, OLIG1, APOE, HLA-B, CEBPB) "	Loss of function of the mitochondrial peptidase PITRM1 induces proteotoxic stress and Alzheimer's disease-like pathology in human cerebral organoids	Mar¨ªa Jos¨¦ P¨¦rez	2020.07		
8561	Human	Radial glia cells (RGCs)	"SLC1A3, SOX2, GLI3, HES1, PAX6, SOX9"					Brain	Alzheimer's disease	32632204	6	Mol Psychiatry	13.03	"NPC (TOP2A, MKI67, CENPF, UBE2C) and radial glia (SLC1A3, SOX2, GLI3, HES1, PAX6, SOX9) (clusters 4, 6, 10, 16, and 24), neurons (STMN2, DCX, RELN, NEUROD2, NEUROD6) (clusters 0, 1, 2, 5, 7, 8, 12, 14, 15, 17, 18, 19, 20, and 21), astrocytes (GJA1, S100B) (clusters 9 and 13), microglia (TMEM119, OLFML3) (clusters 22 and 25), and additional glial cell types not contained in these groups (CRYAB, OLIG2, APOE, HLA-B, CEBPB)"	Loss of function of the mitochondrial peptidase PITRM1 induces proteotoxic stress and Alzheimer's disease-like pathology in human cerebral organoids	Mar¨ªa Jos¨¦ P¨¦rez	2020.07		
8562	Human	Astrocytes	"GJA1, S100B"					Brain	Alzheimer's disease	32632204	6	Mol Psychiatry	13.03	"NPC (TOP2A, MKI67, CENPF, UBE2C) and radial glia (SLC1A3, SOX2, GLI3, HES1, PAX6, SOX9) (clusters 4, 6, 10, 16, and 24), neurons (STMN2, DCX, RELN, NEUROD2, NEUROD6) (clusters 0, 1, 2, 5, 7, 8, 12, 14, 15, 17, 18, 19, 20, and 21), astrocytes (GJA1, S100B) (clusters 9 and 13), microglia (TMEM119, OLFML3) (clusters 22 and 25), and additional glial cell types not contained in these groups (CRYAB, OLIG3, APOE, HLA-B, CEBPB)"	Loss of function of the mitochondrial peptidase PITRM1 induces proteotoxic stress and Alzheimer's disease-like pathology in human cerebral organoids	Mar¨ªa Jos¨¦ P¨¦rez	2020.07		
8563	Human	Neurons	"STMN2, DCX, RELN, NEUROD2, NEUROD6"					Brain	Alzheimer's disease	32632204	6	Mol Psychiatry	13.03	"NPC (TOP2A, MKI67, CENPF, UBE2C) and radial glia (SLC1A3, SOX2, GLI3, HES1, PAX6, SOX9) (clusters 4, 6, 10, 16, and 24), neurons (STMN2, DCX, RELN, NEUROD2, NEUROD6) (clusters 0, 1, 2, 5, 7, 8, 12, 14, 15, 17, 18, 19, 20, and 21), astrocytes (GJA1, S100B) (clusters 9 and 13), microglia (TMEM119, OLFML3) (clusters 22 and 25), and additional glial cell types not contained in these groups (CRYAB, OLIG4, APOE, HLA-B, CEBPB)"	Loss of function of the mitochondrial peptidase PITRM1 induces proteotoxic stress and Alzheimer's disease-like pathology in human cerebral organoids	Mar¨ªa Jos¨¦ P¨¦rez	2020.07		
8564	Human	Microglia cells	"TMEM119, OLFML3"					Brain	Alzheimer's disease	32632204	6	Mol Psychiatry	13.03	"NPC (TOP2A, MKI67, CENPF, UBE2C) and radial glia (SLC1A3, SOX2, GLI3, HES1, PAX6, SOX9) (clusters 4, 6, 10, 16, and 24), neurons (STMN2, DCX, RELN, NEUROD2, NEUROD6) (clusters 0, 1, 2, 5, 7, 8, 12, 14, 15, 17, 18, 19, 20, and 21), astrocytes (GJA1, S100B) (clusters 9 and 13), microglia (TMEM119, OLFML3) (clusters 22 and 25), and additional glial cell types not contained in these groups (CRYAB, OLIG5, APOE, HLA-B, CEBPB)"	Loss of function of the mitochondrial peptidase PITRM1 induces proteotoxic stress and Alzheimer's disease-like pathology in human cerebral organoids	Mar¨ªa Jos¨¦ P¨¦rez	2020.07		
8565	Human	Glial cells	"CRYAB, OLIG1, APOE, HLA-B, CEBPB"					Brain	Alzheimer's disease	32632204	6	Mol Psychiatry	13.03	"NPC (TOP2A, MKI67, CENPF, UBE2C) and radial glia (SLC1A3, SOX2, GLI3, HES1, PAX6, SOX9) (clusters 4, 6, 10, 16, and 24), neurons (STMN2, DCX, RELN, NEUROD2, NEUROD6) (clusters 0, 1, 2, 5, 7, 8, 12, 14, 15, 17, 18, 19, 20, and 21), astrocytes (GJA1, S100B) (clusters 9 and 13), microglia (TMEM119, OLFML3) (clusters 22 and 25), and additional glial cell types not contained in these groups (CRYAB, OLIG1, APOE, HLA-B, CEBPB) "	Regulatory T Cells License Macrophage Pro-Resolving Functions During Atherosclerosis Regression	Mar¨ªa Jos¨¦ P¨¦rez	2020.07		
8588	Human	T cells 	"CD154, CD69, CD38, CD137(4-1BB), CD279 (PD-1), HLA-DR"				Blood	PBMCs	Macular degeneration	31995762	1	Cell Reports	8.09	"In addition to expressing CD154 and CD69, sorted SARS-CoV-2-reactive CD4+ T cells co-expressed other activation-related cell surface markers like CD38, CD137 (4-1BB), CD279 (PD-1), and HLA-DR "	Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration	Luz D. Orozco	2020.1	"GSE135092, GSE135133"	
8589	Human	retinal pigment epithelium	"RPE65, BEST1 "				Tissues	Eyes	Age-related macular degeneration	31995762	2	Cell Reports	8.09	"Expression of cell type marker RPE65 is restricted to RPE cells.BEST1 is a marker for RPE cells, and GRM6 is a marker for ON bipolar cells."	Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration	Luz D. Orozco	2020.1	"GSE135092, GSE135133"	
8590	Human	ON bipolar cells	GRM6				Tissues	Eyes	Age-related macular degeneration	31995762	2	Cell Reports	8.09	"BEST1 is a marker for RPE cells, and GRM6 is a marker for ON bipolar cells."	Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration	Luz D. Orozco	2020.1	"GSE135092, GSE135133"	
8597	Human	Epithelial cells	SCGB1A1				Tissues	Lung	Normal	33419885	1	Eur Respir J	12.34	"For this purpose, we first we excluded from the subventricular zone dataset cells that are not implicated in the neurogenic program (e.g., oligodendrocytes, immune and vascular cells, ependymal cells, and neurons), based on classical cell type markers, such as Sox10, Csf1r, Vtn, Tac1, and Penk "	Influenza virus infection increases ACE2 expression and shedding in human small airway epithelial cells	Kelly S Schweitzer	2021.1		
8620	Human	Neurons	DCX				Organoids	Brain	Normal	32303588	5	Life Sci Alliance. 	2.62	Figure 4	Robust production of uniform human cerebral organoids from pluripotent stem cells	Adam A Sivitilli	2020.5	GSE137877	
8621	Human	mature Astrocytes	S100B				Organoids	Brain	Normal	32303588	5	Life Sci Alliance. 	2.62	Figure 4	Robust production of uniform human cerebral organoids from pluripotent stem cells	Adam A Sivitilli	2020.5	GSE137877	
8622	Human	Astroglia/Astrocytes	GFAP				Organoids	Brain	Normal	32303588	5	Life Sci Alliance. 	2.62	Figure 4	Robust production of uniform human cerebral organoids from pluripotent stem cells	Adam A Sivitilli	2020.5	GSE137877	
8623	Human	interneurons	DLX1				Organoids	Brain	Normal	32303588	5	Life Sci Alliance. 	2.62	Figure 4	Robust production of uniform human cerebral organoids from pluripotent stem cells	Adam A Sivitilli	2020.5	GSE137877	
8624	Human	Oligodendrocyte precursors	OLIG1				Organoids	Brain	Normal	32303588	5	Life Sci Alliance. 	2.62	Figure 4	Robust production of uniform human cerebral organoids from pluripotent stem cells	Adam A Sivitilli	2020.5	GSE137877	
8625	Human	Neurons 	"S100B, PLP1, STMN2, ELAVL4"				Tissues	Intestine 	Normal	33278341	5	Cell Stem Cell.	20.86	Supplemental Figure 1	Mapping Development of the Human Intestinal Niche at Single-Cell Resolution	Emily M Holloway	2021.3	"E-MTAB-9489, E-MTAB-9720"	
8626	Human	Endothelial cells	"CDH5, KDR, ECSSR, CLDN5"				Tissues	Intestine 	Normal	33278341	5	Cell Stem Cell.	20.86	Supplemental Figure 1	Mapping Development of the Human Intestinal Niche at Single-Cell Resolution	Emily M Holloway	2021.3	"E-MTAB-9489, E-MTAB-9720"	
8627	Human	Mesenchyme	"COL1A1, COL1A2, DCN, ACTA2, TAGLN, MYLK"				Tissues	Intestine 	Normal	33278341	5	Cell Stem Cell.	20.86	Supplemental Figure 1	Mapping Development of the Human Intestinal Niche at Single-Cell Resolution	Emily M Holloway	2021.3	"E-MTAB-9489, E-MTAB-9720"	
8628	Human	Epithelial cells 	"EPCAM, CDH1, CDX2, CLDN4"				Tissues	Intestine 	Normal	33278341	5	Cell Stem Cell.	20.86	Supplemental Figure 1	Mapping Development of the Human Intestinal Niche at Single-Cell Resolution	Emily M Holloway	2021.3	"E-MTAB-9489, E-MTAB-9720"	
8629	Human	Immune cells	"PTPRC, HLA-DRA, ARHGDIB, CORO1A"				Tissues	Intestine 	Normal	33278341	5	Cell Stem Cell.	20.86	Supplemental Figure 1	Mapping Development of the Human Intestinal Niche at Single-Cell Resolution	Emily M Holloway	2021.3	"E-MTAB-9489, E-MTAB-9720"	
8630	Human	Epithelial cells	" EPCAM, TFAP2A "		nascent surface ectoderm cell	HAND1+	Organoids	Skin	Normal	32494013	7	Nature.	42.78	"The largest group¡ªepithelial cells¡ªconsisted of EPCAM+TFAP2A+ cells that expressed markers of nascent surface ectoderm (HAND1+), epidermal progenitors (WNT6+TP63+), and anterior (SIX1+PAX6+DLX5+) and posterior (SIX1+PAX8+GBX2+) cranial placodes"	Hair-bearing human skin generated entirely from pluripotent stem cells	Jiyoon Lee	2020.6	GSE147206	
8631	Human	Epithelial cells	" EPCAM, TFAP2A "		epidermal progenitors 	"WNT6+, TP63+"	Organoids	Skin	Normal	32494013	7	Nature.	42.78	"The largest group¡ªepithelial cells¡ªconsisted of EPCAM+TFAP2A+ cells that expressed markers of nascent surface ectoderm (HAND1+), epidermal progenitors (WNT6+TP63+), and anterior (SIX1+PAX6+DLX5+) and posterior (SIX1+PAX8+GBX3+) cranial placodes"	Hair-bearing human skin generated entirely from pluripotent stem cells	Jiyoon Lee	2020.6	GSE147206	
8632	Human	Epithelial cells	" EPCAM, TFAP2A "		anterior cell	"SIX1+, PAX6+, DLX5+"	Organoids	Skin	Normal	32494013	7	Nature.	42.78	"The largest group¡ªepithelial cells¡ªconsisted of EPCAM+TFAP2A+ cells that expressed markers of nascent surface ectoderm (HAND1+), epidermal progenitors (WNT6+TP63+), and anterior (SIX1+PAX6+DLX5+) and posterior (SIX1+PAX8+GBX4+) cranial placodes"	Hair-bearing human skin generated entirely from pluripotent stem cells	Jiyoon Lee	2020.6	GSE147206	
8633	Human	Epithelial cells	" EPCAM, TFAP2A "		posterior cranial placodes	"SIX1+, PAX8+, GBX2+"	Organoids	Skin	Normal	32494013	7	Nature.	42.78	"The largest group¡ªepithelial cells¡ªconsisted of EPCAM+TFAP2A+ cells that expressed markers of nascent surface ectoderm (HAND1+), epidermal progenitors (WNT6+TP63+), and anterior (SIX1+PAX6+DLX5+) and posterior (SIX1+PAX8+GBX5+) cranial placodes"	Hair-bearing human skin generated entirely from pluripotent stem cells	Jiyoon Lee	2020.6	GSE147206	
8634	Human	Neuroglial cells			neuroectoderm-like cells	"PAX6+, HES5+ "	Organoids	Skin	Normal	32494013	7	Nature.	42.78	"Within the neuroglial group, PAX6+HES5+ neuroectoderm-like cells clustered near PLP1+SOX10+PAX3+ CNC-like cells (Fig. 2d), suggesting that CNC cells arise from a neuroectoderm intermediate11. "	Hair-bearing human skin generated entirely from pluripotent stem cells	Jiyoon Lee	2020.6	GSE147206	
8635	Human	Neuroglial cells			CNC-like cells 	"PLP1+, SOX10+, PAX3+ "	Organoids	Skin	Normal	32494013	7	Nature.	42.78	"Within the neuroglial group, PAX6+HES5+ neuroectoderm-like cells clustered near PLP1+SOX10+PAX3+ CNC-like cells (Fig. 2d), suggesting that CNC cells arise from a neuroectoderm intermediate11. "	Hair-bearing human skin generated entirely from pluripotent stem cells	Jiyoon Lee	2020.6	GSE147206	
8636	Human	Neuroglial cells			CNC-cell-derived mesenchyme	"NR2F1+, MEF2C+, TWIST1+ "	Organoids	Skin	Normal	32494013	7	Nature.	42.78	"The mesenchymal group contained NR2F1+MEF2C+TWIST1+ cells, consistent with CNC-cell-derived mesenchyme that is capable of generating dermal cells2"	Hair-bearing human skin generated entirely from pluripotent stem cells	Jiyoon Lee	2020.6	GSE147206	
8654	Human	Stromal cells	"COL1A1, COL3A1, THY1, VIM "				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. S1.	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8655	Human	Myeloid cells	"CSF1R, CD14, AIF1, CD53"				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. S1.	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8656	Human	maternal decidual cells	"DKK1, IGFBP1, PRL"				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. 1E	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8657	Human	Dendritic cells	"CD14, CD52, CD83, CD86"				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. 1E	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8658	Human	T-lymphocyte cells 	"CD3G, GZMA"				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. 1E	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8659	Human	vascular Endothelial cells	"CD34, PLVAP, CDH5, ICAM1 "				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. 1E	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8660	Human	vascular Smooth muscle cells (VSMCs)	"MYH11, CNN1"				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. 1E	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8661	Human	Monocyptes_Macrophages	"CD14, CSF1R (encoding CD115), CD53, AIF1 "				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. 1E	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8662	Human	Hofbauer cells 	"D163, CD209"				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. 1E	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8663	Human	fibroblastic and mesenchymal cells	"HY1, COL3A1, COL1A1, VIM"				Tissues	Placent	Normal	28830992	10	Proc Natl Acad Sci U S A.	9.41	Fig. 1E	Integrative single-cell and cell-free plasma RNA transcriptomics elucidates placental cellular dynamics	Jason C. H. Tsang	2017.9		
8664	Human	CD4 T cells	"CD4, CD3E, CD3DIL7R, CCR7, TRAC"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8665	Human	CD8 T cells	"CD8A, CD8B, CD3E, CD3D, IL7R, CCR7, TRAC"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8666	Human	Natural killer (NK) cells	"GNLY, NKG7"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8667	Human	CD14 Monocytes	"LYZ, CD14"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8668	Human	CD16 Monocytes	"FCGR3A, MS4A7"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8669	Human	Monocyte derived Dendritic Cells	"CST3, LILRA4, FCGR3A, MS4A7"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8670	Human	Plasmacytoid dendritic cells	LILRA4				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8671	Human	Dendritic cells	"FCER1A, CST3"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8672	Human	Plasma Cells	"IGHA, IGHM, IGHV, IGKV, IGLV"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8673	Human	B cells	"MS4A1, CD79A, CD79B, CD19"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8674	Human	Macrophages	"APOE, C1Q"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8675	Human	Platelet	"PPBP, HEMGN"				Blood	"PBMC, Cerebrospinal fluid (CSF)"	Active multiple sclerosis	32859762	12	Proc Natl Acad Sci U S A.	9.41	Dataset_S02	A pathogenic and clonally expanded B cell transcriptome in active multiple sclerosis	Akshaya Ramesh	2020.9	GSE133028	
8691	Human	Alveolar type 1 cells (AT1)	AGER				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
8692	Human	Alveolar type 2 cells (AT2)	SFTPC				Tissues	Lung	Idiopathic pulmonary fibrosis (IPF)	31221805	21	Eur Respir J.	12.34	Table S5	Proliferating SPP1/MERTK-expressing macrophages in idiopathic pulmonary fibrosis	Christina Morse	2019.8	GSE128033	
