entry_id	species	cell_type	gene_symbol	gene_exp	cell_subtype	sub_gene_symbol	sample_type	tissue_type	disease	pubmed_id	count	journal	sci_if	evidence	title	author	date	geo_id
5963	Mouse	Endothelial cells	Icam2				Organoids	Lung	Normal	32414917	4	Proc Natl Acad Sci U S A.	9.41	"To identify changes in the epithelium, we used our published fluorescence-activated cell sorting protocol to separate the immune, endothelial, epithelial, and mesenchymal cells using CD45, ICAM2, and ECAD (Fig. 4A) (22)."	Redundant and additive functions of the four Lef/Tcf transcription factors in lung epithelial progenitors	Kamryn N Gerner-Mauro	2020.6	GSE144170
5964	Mouse	Epithelial cells	Ecad				Organoids	Lung	Normal	32414917	4	Proc Natl Acad Sci U S A.	9.41	"To identify changes in the epithelium, we used our published fluorescence-activated cell sorting protocol to separate the immune, endothelial, epithelial, and mesenchymal cells using CD45, ICAM2, and ECAD (Fig. 4A) (22)."	Redundant and additive functions of the four Lef/Tcf transcription factors in lung epithelial progenitors	Kamryn N Gerner-Mauro	2020.6	GSE144170
5965	Mouse	Mesenchymal cells	Ecad				Organoids	Lung	Normal	32414917	4	Proc Natl Acad Sci U S A.	9.41	"To identify changes in the epithelium, we used our published fluorescence-activated cell sorting protocol to separate the immune, endothelial, epithelial, and mesenchymal cells using CD45, ICAM2, and ECAD (Fig. 4A) (22)."	Redundant and additive functions of the four Lef/Tcf transcription factors in lung epithelial progenitors	Kamryn N Gerner-Mauro	2020.6	GSE144170
5966	Mouse	Natural killer (NK) cells	"Ncr1, Klrb1a, Klrb1b, Klrb1c"				Bone marrow	Bone marrow	Normal	32406817	5	Elife.	7.08	"Therefore, we scaled the sample variance to ensure the cells from different WT Mouse cluster together. At low clustering resolution, we found five distinct clusters of CD3ε_CD122+_ells (Figure 1A). Through exploring the differential expressed genes (DEGs) of each cluster, we found that Cluster #1 were conventional NK cells with high expression of_cr1_nd three subunits (Klrb1a, _lrb1b, and_lrb1c) of NK1.1 and comprised majority of the CD3ε_CD122+_ells (Figure 1A and B). The expression of_ki67_ndicated that cells in Cluster #2 were cycling (Figure 1B). Cluster #3 contained ILC1 cells indicated by the high expression of_mem176a/b_nd_xcr6(Figure 1B;_obinette et al., 2015). Notably, _cr1_nd_lrb1a/b/c_ere abundantly expressed in the ILC1 cluster that was higher than the NK cluster (Figure 1B). Cluster #4 was marked with high expression of_d3d/e/g_nd low_cr1_nd_lrb1a/b/c_xpression (Figure 1B). This population has been reported before in the scRNA-seq dataset of group 1 ILC in the lung and is potentially related to NK-T lineage (Ferrari de Andrade et al., 2018). We referred to it as_d3high_luster. ILC1, _d3high_ells and NKP potentially make up the Lin_CD122+NK1.1__ells. Cells in Cluster #5 were activated by inflammatory stimuli as made evident by the high expression of interferon-induced genes (Figure 1B). "	Single-cell transcriptome reveals the novel role of T-bet in suppressing the immature NK gene signature	Chao Yang	2020.5	GSE150166
5967	Mouse	Cycling cells	Mki67				Bone marrow	Bone marrow	Normal	32406817	5	Elife.	7.08	"Therefore, we scaled the sample variance to ensure the cells from different WT Mouse cluster together. At low clustering resolution, we found five distinct clusters of CD3ε_CD122+_ells (Figure 1A). Through exploring the differential expressed genes (DEGs) of each cluster, we found that Cluster #1 were conventional NK cells with high expression of_cr1_nd three subunits (Klrb1a, _lrb1b, and_lrb1c) of NK1.1 and comprised majority of the CD3ε_CD122+_ells (Figure 1A and B). The expression of_ki67_ndicated that cells in Cluster #2 were cycling (Figure 1B). Cluster #3 contained ILC1 cells indicated by the high expression of_mem176a/b_nd_xcr6(Figure 1B;_obinette et al., 2015). Notably, _cr1_nd_lrb1a/b/c_ere abundantly expressed in the ILC1 cluster that was higher than the NK cluster (Figure 1B). Cluster #4 was marked with high expression of_d3d/e/g_nd low_cr1_nd_lrb1a/b/c_xpression (Figure 1B). This population has been reported before in the scRNA-seq dataset of group 1 ILC in the lung and is potentially related to NK-T lineage (Ferrari de Andrade et al., 2018). We referred to it as_d3high_luster. ILC1, _d3high_ells and NKP potentially make up the Lin_CD122+NK1.1__ells. Cells in Cluster #5 were activated by inflammatory stimuli as made evident by the high expression of interferon-induced genes (Figure 1B). "	Single-cell transcriptome reveals the novel role of T-bet in suppressing the immature NK gene signature	Chao Yang	2020.5	GSE150166
5968	Mouse	Innate lymphoid cells (ILCs)	"Tmem176a, Tmem176b, Cxcr6"				Bone marrow	Bone marrow	Normal	32406817	5	Elife.	7.08	"Therefore, we scaled the sample variance to ensure the cells from different WT Mouse cluster together. At low clustering resolution, we found five distinct clusters of CD3ε_CD122+_ells (Figure 1A). Through exploring the differential expressed genes (DEGs) of each cluster, we found that Cluster #1 were conventional NK cells with high expression of_cr1_nd three subunits (Klrb1a, _lrb1b, and_lrb1c) of NK1.1 and comprised majority of the CD3ε_CD122+_ells (Figure 1A and B). The expression of_ki67_ndicated that cells in Cluster #2 were cycling (Figure 1B). Cluster #3 contained ILC1 cells indicated by the high expression of_mem176a/b_nd_xcr6(Figure 1B;_obinette et al., 2015). Notably, _cr1_nd_lrb1a/b/c_ere abundantly expressed in the ILC1 cluster that was higher than the NK cluster (Figure 1B). Cluster #4 was marked with high expression of_d3d/e/g_nd low_cr1_nd_lrb1a/b/c_xpression (Figure 1B). This population has been reported before in the scRNA-seq dataset of group 1 ILC in the lung and is potentially related to NK-T lineage (Ferrari de Andrade et al., 2018). We referred to it as_d3high_luster. ILC1, _d3high_ells and NKP potentially make up the Lin_CD122+NK1.1__ells. Cells in Cluster #5 were activated by inflammatory stimuli as made evident by the high expression of interferon-induced genes (Figure 1B). "	Single-cell transcriptome reveals the novel role of T-bet in suppressing the immature NK gene signature	Chao Yang	2020.5	GSE150166
5969	Mouse	Cd3pos cells	"Cd3d, Cd3e, Cd3g, Ncr1, Klrb1a, Klrb1b, Klrb1c"				Bone marrow	Bone marrow	Normal	32406817	5	Elife.	7.08	"Therefore, we scaled the sample variance to ensure the cells from different WT Mouse cluster together. At low clustering resolution, we found five distinct clusters of CD3ε_CD122+_ells (Figure 1A). Through exploring the differential expressed genes (DEGs) of each cluster, we found that Cluster #1 were conventional NK cells with high expression of_cr1_nd three subunits (Klrb1a, _lrb1b, and_lrb1c) of NK1.1 and comprised majority of the CD3ε_CD122+_ells (Figure 1A and B). The expression of_ki67_ndicated that cells in Cluster #2 were cycling (Figure 1B). Cluster #3 contained ILC1 cells indicated by the high expression of_mem176a/b_nd_xcr6(Figure 1B;_obinette et al., 2015). Notably, _cr1_nd_lrb1a/b/c_ere abundantly expressed in the ILC1 cluster that was higher than the NK cluster (Figure 1B). Cluster #4 was marked with high expression of_d3d/e/g_nd low_cr1_nd_lrb1a/b/c_xpression (Figure 1B). This population has been reported before in the scRNA-seq dataset of group 1 ILC in the lung and is potentially related to NK-T lineage (Ferrari de Andrade et al., 2018). We referred to it as_d3high_luster. ILC1, _d3high_ells and NKP potentially make up the Lin_CD122+NK1.1__ells. Cells in Cluster #5 were activated by inflammatory stimuli as made evident by the high expression of interferon-induced genes (Figure 1B). "	Single-cell transcriptome reveals the novel role of T-bet in suppressing the immature NK gene signature	Chao Yang	2020.5	GSE150166
5970	Mouse	Inflamed cells	"Isg15, Ifit1, Ifit3"				Bone marrow	Bone marrow	Normal	32406817	5	Elife.	7.08	"Therefore, we scaled the sample variance to ensure the cells from different WT Mouse cluster together. At low clustering resolution, we found five distinct clusters of CD3ε_CD122+_ells (Figure 1A). Through exploring the differential expressed genes (DEGs) of each cluster, we found that Cluster #1 were conventional NK cells with high expression of_cr1_nd three subunits (Klrb1a, _lrb1b, and_lrb1c) of NK1.1 and comprised majority of the CD3ε_CD122+_ells (Figure 1A and B). The expression of_ki67_ndicated that cells in Cluster #2 were cycling (Figure 1B). Cluster #3 contained ILC1 cells indicated by the high expression of_mem176a/b_nd_xcr6(Figure 1B;_obinette et al., 2015). Notably, _cr1_nd_lrb1a/b/c_ere abundantly expressed in the ILC1 cluster that was higher than the NK cluster (Figure 1B). Cluster #4 was marked with high expression of_d3d/e/g_nd low_cr1_nd_lrb1a/b/c_xpression (Figure 1B). This population has been reported before in the scRNA-seq dataset of group 1 ILC in the lung and is potentially related to NK-T lineage (Ferrari de Andrade et al., 2018). We referred to it as_d3high_luster. ILC1, _d3high_ells and NKP potentially make up the Lin_CD122+NK1.1__ells. Cells in Cluster #5 were activated by inflammatory stimuli as made evident by the high expression of interferon-induced genes (Figure 1B). "	Single-cell transcriptome reveals the novel role of T-bet in suppressing the immature NK gene signature	Chao Yang	2020.5	GSE150166
5976	Mouse	Hematopoietic stem cells (HSCs)	"Kit, Sca1"	"CD150, CD48"			Bone marrow	Bone marrow	Normal	32413320	8	Cell.	38.64	The following combinations of cell surface markers were used to define the analyzed populations	An Engineered CRISPR-Cas9 Mouse Line for Simultaneous Readout of Lineage Histories and Gene Expression Profiles in Single Cells	Sarah Bowling	2020.7	
5977	Mouse	Multipotent Progenitors (MPPs)	"Kit, Sca1, Cd150"	"Cd48, Cd150"			Bone marrow	Bone marrow	Normal	32413320	8	Cell.	38.64	The following combinations of cell surface markers were used to define the analyzed populations	An Engineered CRISPR-Cas9 Mouse Line for Simultaneous Readout of Lineage Histories and Gene Expression Profiles in Single Cells	Sarah Bowling	2020.7	
5978	Mouse	Myeloid progenitors	Kit	"Sca1, CD150, CD41"			Bone marrow	Bone marrow	Normal	32413320	8	Cell.	38.64	The following combinations of cell surface markers were used to define the analyzed populations	An Engineered CRISPR-Cas9 Mouse Line for Simultaneous Readout of Lineage Histories and Gene Expression Profiles in Single Cells	Sarah Bowling	2020.7	
5979	Mouse	Erythrocytes	"Ly6G, Mac1, Ter119, CD71"	 B220			Tissues	Bone marrow	Normal	32413320	8	Cell.	38.64	The following combinations of cell surface markers were used to define the analyzed populations	An Engineered CRISPR-Cas9 Mouse Line for Simultaneous Readout of Lineage Histories and Gene Expression Profiles in Single Cells	Sarah Bowling	2020.7	
5980	Mouse	Granulocytes	"Ly6G, Mac1, "	"B220, Ter119"			Tissues	Bone marrow	Normal	32413320	8	Cell.	38.64	The following combinations of cell surface markers were used to define the analyzed populations	An Engineered CRISPR-Cas9 Mouse Line for Simultaneous Readout of Lineage Histories and Gene Expression Profiles in Single Cells	Sarah Bowling	2020.7	
5981	Mouse	Megakaryocytes	"Kit, CD150, CD41"	Sca1			Tissues	Bone marrow	Normal	32413320	8	Cell.	38.64	The following combinations of cell surface markers were used to define the analyzed populations	An Engineered CRISPR-Cas9 Mouse Line for Simultaneous Readout of Lineage Histories and Gene Expression Profiles in Single Cells	Sarah Bowling	2020.7	
5982	Mouse	Monocytes	Mac1	"Ly6G, B220, Ter119"			Tissues	Bone marrow	Normal	32413320	8	Cell.	38.64	The following combinations of cell surface markers were used to define the analyzed populations	An Engineered CRISPR-Cas9 Mouse Line for Simultaneous Readout of Lineage Histories and Gene Expression Profiles in Single Cells	Sarah Bowling	2020.7	
5983	Mouse	B cells	B220	"Ly6G, Mac1, Ter119"			Tissues	Bone marrow	Normal	32413320	8	Cell.	38.64	The following combinations of cell surface markers were used to define the analyzed populations	An Engineered CRISPR-Cas9 Mouse Line for Simultaneous Readout of Lineage Histories and Gene Expression Profiles in Single Cells		2020.7	
5996	Mouse	plasmacytoid dendritic cell progenitor	"Siglech,Ly6d"				Bone marrow	Bone marrow	Acute myeloid leukemia (AML)	32422235	3	Gene	2.98	"plasmacytoid dendritic cell progenitor based on expression of Siglech and Ly6d (Rodrigues et al., 2018)."	Nascent transcript and single-cell RNA-seq analysis defines the mechanism of action of the LSD1 inhibitor INCB059872 in myeloid leukemia.	Gretchen Johnston	2020.8	"GSE145071, GSE145106, GSE145166, GSE145211, GSE145279, GSE145410"
5997	Mouse	pre-monocytic cells	"Csf1r,Cd36 "				Bone marrow	Bone marrow	Acute myeloid leukemia (AML)	32422235	3	Gene	2.98	"Cluster 18, a Csf1r+/Cd36+ pre-monocytic cell population, was almost completely absent after 6 days of treatment (Fig. 6C)"	Nascent transcript and single-cell RNA-seq analysis defines the mechanism of action of the LSD1 inhibitor INCB059872 in myeloid leukemia.	Gretchen Johnston	2020.8	"GSE145071, GSE145106, GSE145166, GSE145211, GSE145279, GSE145410"
6010	Mouse	Mast cells  progenitors	"Car1, Car2"				Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"Our previous studies revealed that Car1 and Car2 are highly expressed by mast cell progenitorsthat enter the periphery, expand in number and promote immunity to Trichinella spiralis"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6011	Mouse	Hematopoietic progenitors		MCPs	Lin- Sca1- c-Kit+ Integrin β7+		Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"Hematopoietic progenitors were characterized as follows:MCPs (Lin- Sca1- c-Kit+ Integrin β7+), MEPs (Lin- Sca1- c-Kit+ CD34- CD16/32-), Flt3+ or Flt3- CMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32- CD115lo), MDPs (Lin- Sca1- c-Kit+ CD34+ CD16/32- Flt3+ CD115hi), GMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo), GPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo), MP+ cMoP (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi), BaPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+), and EoPs (Lin- Sca1- CD34+ c-Kit- CD125+)"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6012	Mouse	Hematopoietic progenitors		MEPs 	Lin- Sca1- c-Kit+ CD34- CD16/32-		Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"Hematopoietic progenitors were characterized as follows:MCPs (Lin- Sca1- c-Kit+ Integrin β7+), MEPs (Lin- Sca1- c-Kit+ CD34- CD16/32-), Flt3+ or Flt3- CMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32- CD115lo), MDPs (Lin- Sca1- c-Kit+ CD34+ CD16/32- Flt3+ CD115hi), GMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo), GPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo), MP+ cMoP (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi), BaPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+), and EoPs (Lin- Sca1- CD34+ c-Kit- CD125+)"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6013	Mouse	Hematopoietic progenitors		Flt3+ or Flt3- CMPs 	Lin- Sca1- c-Kit+ CD34+ CD16/32- CD115lo		Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"Hematopoietic progenitors were characterized as follows:MCPs (Lin- Sca1- c-Kit+ Integrin β7+), MEPs (Lin- Sca1- c-Kit+ CD34- CD16/32-), Flt3+ or Flt3- CMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32- CD115lo), MDPs (Lin- Sca1- c-Kit+ CD34+ CD16/32- Flt3+ CD115hi), GMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo), GPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo), MP+ cMoP (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi), BaPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+), and EoPs (Lin- Sca1- CD34+ c-Kit- CD125+)"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6014	Mouse	Hematopoietic progenitors		MDPs	Lin- Sca1- c-Kit+ CD34+ CD16/32- Flt3+ CD115hi		Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"Hematopoietic progenitors were characterized as follows:MCPs (Lin- Sca1- c-Kit+ Integrin β7+), MEPs (Lin- Sca1- c-Kit+ CD34- CD16/32-), Flt3+ or Flt3- CMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32- CD115lo), MDPs (Lin- Sca1- c-Kit+ CD34+ CD16/32- Flt3+ CD115hi), GMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo), GPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo), MP+ cMoP (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi), BaPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+), and EoPs (Lin- Sca1- CD34+ c-Kit- CD125+)"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6015	Mouse	Hematopoietic progenitors		GMPs	Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo		Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"GMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo), GPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo), MP+ cMoP (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi), BaPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+), and EoPs (Lin- Sca1- CD34+ c-Kit- CD125+)"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6016	Mouse	Hematopoietic progenitors		GPs 	Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo		Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"GMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo), GPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo), MP+ cMoP (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi), BaPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+), and EoPs (Lin- Sca1- CD34+ c-Kit- CD125+)"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6017	Mouse	Hematopoietic progenitors		MP+ cMoP	Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi		Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"GMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo), GPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo), MP+ cMoP (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi), BaPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+), and EoPs (Lin- Sca1- CD34+ c-Kit- CD125+)"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6018	Mouse	Hematopoietic progenitors		BaPs 	Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+		Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"GMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo), GPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo), MP+ cMoP (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi), BaPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+), and EoPs (Lin- Sca1- CD34+ c-Kit- CD125+)"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6019	Mouse	Hematopoietic progenitors		EoPs 	Lin- Sca1- CD34+ c-Kit- CD125+		Tissues	BM cells from the femur and tibia or splenocytes 	T. spiralis infection	32421753	11	PLoS Pathog	6.22	"GMPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C-CD115lo), GPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+CD115lo), MP+ cMoP (Lin- Sca1- c-Kit+ CD34+ CD16/32hi Ly6C+-CD115hi), BaPs (Lin- Sca1- c-Kit+ CD34+ CD16/32hi FcER+), and EoPs (Lin- Sca1- CD34+ c-Kit- CD125+)"	Trichinella spiralis-induced mastocytosis and erythropoiesis are simultaneously supported by a bipotent mast cell/erythrocyte precursor cell	Juan M. Inclan-Rico	2020.5	GSE131059
6034	Mouse	Mesenchymal cells	Tbx5				Tissues	Embryo	Normal	32427842	6	Nat Commun	12.12	Supplementary Figure 7	HOX13-dependent chromatin accessibility underlies the transition towards the digit development program	Ines Desanlis	2020.05	"GSE123482, GSE145657"
6035	Mouse	Ectoderm	Krt14				Tissues	Embryo	Normal	32427842	6	Nat Commun	12.12	Supplementary Figure 7	HOX13-dependent chromatin accessibility underlies the transition towards the digit development program	Ines Desanlis	2020.05	"GSE123482, GSE145657"
6036	Mouse	Erythrocytes	Gypa				Tissues	Embryo	Normal	32427842	6	Nat Commun	12.12	Supplementary Figure 7	HOX13-dependent chromatin accessibility underlies the transition towards the digit development program	Ines Desanlis	2020.05	"GSE123482, GSE145657"
6037	Mouse	Muscle cells	Myog				Tissues	Embryo	Normal	32427842	6	Nat Commun	12.12	Supplementary Figure 7	HOX13-dependent chromatin accessibility underlies the transition towards the digit development program	Ines Desanlis	2020.05	"GSE123482, GSE145657"
6038	Mouse	Endothelial cells	Plvap				Tissues	Embryo	Normal	32427842	6	Nat Commun	12.12	Supplementary Figure 7	HOX13-dependent chromatin accessibility underlies the transition towards the digit development program	Ines Desanlis	2020.05	"GSE123482, GSE145657"
6039	Mouse	Macrophages	C1qa/b/c				Tissues	Embryo	Normal	32427842	6	Nat Commun	12.12	Supplementary Figure 7	HOX13-dependent chromatin accessibility underlies the transition towards the digit development program	Ines Desanlis	2020.05	"GSE123482, GSE145657"
6052	Mouse	Reticular cells	Cr2 (Cd21)-Cre				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	"Moreover, reticular cells marked by Cr2 (Cd21)-Cre spatially overlap with the GC and T_B border19, raising the question of how DZ reticular cells relate to FDCs."	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6053	Mouse	follicular Dendritic cells	"Cr2, Madcam1, Mfge8"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	"Fig. 2b. Cxcl12 and Ccl19 transcripts were most abundant in subsets with low Cxcl13 expression, while Mfge8, a putative FDC marker, was highly expressed in all subsets (Fig. 2b)"	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6054	Mouse	Marginal reticular cells	"Cr2, Madcam1, Mfge8, Tnfsf11, Ch25h, Hamp"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	"Fig. 2b, c.Tnfsf11 and Ch25h were recently describedto represent MRCs, although Madcam1 was not detected in this subset."	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6055	Mouse	Light zone follicular dendritic cells (FDC1)	"Cr2, Fcamr, Fcer2a, Fcgr2b, Coch, Homer2, Postn, Tmem119, Myh11, Sncg, FcεR2A, CD21/35, TdTom, MYH11"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	"Fig. 3e, h"	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6056	Mouse	Dark zone follicular dendritic cells (FDC2)	"Cxcl1, Cxcl16, Il6, Gstp1, Ptgs2, Cd151, Clec14a, Plat, Ptn, Ecm1, Mmp3, Mmp9, FcεR2A, CD21/35, TdTom, MYH11, PDLIM3, Pdlim3"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	"Fig. 2c. Fig. 3e, h. To rule out the possibility that DZ FDCs were already displaced in the primary follicles of Cxcl13-Cre/TdTom EYFP Cxcl12fl/fl Mouse, we examined the positioning of cells positive for PDLIM3, a marker of DZ FDCs identified in the scRNA-seq analysis."	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6057	Mouse	Germinal center 	"Cd83, Irf4, Myc, Nfkbia, Cxcr4, Bcl6, Foxo1, Bach2, Aicda, Akt1, Bcl2l11, Cd86, Ezh2, Fos, Mki67, Rela"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	"Fig. 7b, Extended Data Fig. 9b"	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6058	Mouse	Light zone selected	"Mif, Pa2g4, Nolc1, Nhp2, Fbl, Npm1, Gnl3, Hspe1, Ldha, Mrto4"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	Extended Data Fig. 8b	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6059	Mouse	Dark zone Proliferating1	"Top2a, Aurkb, Kif11, Prc1, Ndc80, Nusap1, Cdca5, Smc4"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	Extended Data Fig. 8b	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6060	Mouse	Dark zone Proliferating2	"Nek2, Ccnb1, Psrc1, Cdc20, Cenpa, Ccnb2, Cdkn3, Knstrn"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	Extended Data Fig. 8b	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6061	Mouse	Dark zone	"Ung, Timeless, Cdt1, Mcm2, Mcm3, Mcm4"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	Extended Data Fig. 8b	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
6062	Mouse	Light zone	"Cd86, Syk, Cd79b, Cxcr5, Cd19, Icosl, Bank1, Cd83, Il4ra, Cd74"				Tissues	Lymph node 	Vesicular stomatitis virus	32424359	15	Nat Immunol	20.47	Extended Data Fig. 8b	Remodeling of light and dark zone follicular dendritic cells governs germinal center responses	Natalia B Pikor	2020.05	"E-MTAB-8445, E-MTAB-8454, E-MTAB-8904"
